PointID,PointIDtied,BirdID,Use,Sex,Age,Latitude,Longitude,Date,Year,PerchType,DetailPerchType,PerchH,Crops11,Water11,WaterType11,WaterDavg11,Wire100,WireAvg100,Ditches100,DitchWavg100,DitchDavg100,GrassWavg100,GrassHavg100,Wire250,WireAvg250,WoodyPerches250,WoodyAvg250,NonnatPerches250,NonnatAvg250,TotalPerches250,Ditches250,DitchWavg250,DitchDavg250,GrassWavg250,GrassHavg250,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Powerline Ran 1,Power1,Power,0,M,SY,35.616,-90.58132,2/9/2017,1,stubble,soy stubble,0.15,1,0,none,0,180,7.2,2,2.625,1.25,0.75,0.25,720,7.2,0,0,6,6,6,3,2.333333333,0.916666667,1.5,0.333333333,0,4.583663315,0,89.83980097,0,5.042029646,0.114591583
Powerline Obs 2,Power2,Power,1,M,SY,35.61488,-90.58214,2/17/2017,1,natural,shrub,1.8,1,0,none,0,200,7.2,3,2.333333333,0.916666667,1.5,0.333333333,500,7.2,0,0,6,7.2,6,3,2.333333333,0.916666667,1.5,0.333333333,0,10.88620037,0,84.9123629,0,3.781522235,0
Powerline Ran 2,Power2,Power,0,M,SY,35.61411,-90.58362,2/17/2017,1,stubble,rice stubble,0.1,1,0,none,0,0,0,1,1.75,0.25,3,0.5,500,7.2,0,0,4,7.2,4,3,2.333333333,0.916666667,1.5,0.333333333,0,4.583663315,0,89.83980097,0,5.042029646,0.114591583
Powerline Obs 3,Power3,Power,1,M,SY,35.61556,-90.58186,2/22/2017,1,wire,utility wire,7.25,1,1,ditch,0.03,200,7.2,3,2.333333333,0.916666667,1.5,0.333333333,500,7.2,0,0,6,7.2,6,3,2.333333333,0.916666667,1.5,0.333333333,0,10.88620037,0,84.9123629,0,3.781522235,0
Powerline Ran 3,Power3,Power,0,M,SY,35.61794,-90.58145,2/22/2017,1,anthropogenic,farm equipment,1.5,1,0,none,0,200,7.2,2,2.625,1.25,0.75,0.25,500,7.2,0,0,7,6,7,2,2.625,1.25,0.75,0.25,0,4.583663315,0,89.83980097,0,5.042029646,0.114591583
Ricola Obs 1a,Ricola1a,Ricola,1,M,SY,35.84476,-90.90416,2/7/2017,1,wire,utility wire,7.75,1,1,ditch,0.3,220,8.75,2,7.5,1.95,16.5,0.175,520,8.75,29,8.5,21,3,50,2,7.5,1.95,16.5,0.175,0.229183166,0,52.94131128,38.38818026,1.031324246,7.333861303,0.229183166
Ricola Ran 1a,Ricola1a,Ricola,0,M,SY,35.84474,-90.90398,2/7/2017,1,natural,tree,4,0,1,ditch,0.3,220,8.75,2,7.5,1.95,16.5,0.175,520,10,31,8.5,24,3,55,2,7.5,1.95,16.5,0.175,0.229183166,0,52.71212812,38.27358868,1.031324246,7.333861303,0.229183166
Rizzette Obs 1,Rizzette1,Rizzette,1,M,SY,35.68,-90.34073,1/17/2017,1,natural,tree,4,1,0,none,0,200,6.7,3,10.83333333,2,5.5,0.625,640,6.7,101,3,15,5,116,3,10.83333333,2,4.833333333,0.583333333,1.260507412,0,6.990086555,75.51585311,1.833465326,13.86558153,0.572957914
Rizzette Ran 1,Rizzette1,Rizzette,0,M,SY,35.68692,-90.341,1/17/2017,1,stubble,soy stubble,0.25,1,1,ditch,0.4,180,6.7,3,10.83333333,2,4.833333333,0.583333333,640,6.7,101,3,20,5,121,3,10.83333333,2,4.833333333,0.583333333,0.229183166,0.114591583,1.031324246,86.51664506,0.687549497,10.65701721,0.687549497
Rizzette Obs 2,Rizzette2,Rizzette,1,M,SY,35.68594,-90.34138,1/27/2017,1,wire,utility wire,8.4,1,0,none,0,200,6.7,3,11,2,4.833333333,0.583333333,640,6.7,101,3,15,5,116,3,11,2,5.5,0.625,1.260507412,0,6.990086555,75.51585311,1.833465326,13.86558153,0.572957914
Rizzette Ran 2,Rizzette2,Rizzette,0,M,SY,35.68621,-90.34107,1/27/2017,1,anthropogenic,post,1.85,1,0,none,0,180,6.7,3,11,2,4.833333333,0.583333333,630,6.7,101,3,20,5,121,3,11,2,5.5,0.625,0.229183166,0.114591583,1.031324246,86.51664506,0.687549497,10.65701721,0.687549497
Rizzette Obs 3,Rizzette3,Rizzette,1,M,SY,35.68267,-90.34138,2/3/2017,1,wire,utility wire,9,1,0,none,0,200,7.75,3,10.83333333,2,4.833333333,0.583333333,500,7.75,101,3,12,6,113,3,10.83333333,2,4.833333333,0.583333333,1.260507412,0,6.990086555,75.51585311,1.833465326,13.86558153,0.572957914
Rizzette Ran 3,Rizzette3,Rizzette,0,M,SY,35.68193,-90.34015,2/3/2017,1,natural,tree,1.5,1,1,ditch,1.25,190,7.75,3,10.83333333,2,4.833333333,0.583333333,490,7.75,101,3,12,6,113,3,10.83333333,2,4.833333333,0.583333333,0.229183166,0.114591583,1.031324246,86.51664506,0.687549497,10.65701721,0.687549497
Rocjaw Obs 1a,Rocjaw1a,Rocjaw,1,M,ASY,35.8368,-90.47133,1/28/2017,1,wire,utility wire,8.6,1,1,ditch,0.12,200,7.5,3,6.083333333,1.183333333,5.333333333,0.5,500,7.5,3,2.5,8,4,11,3,6.083333333,1.183333333,5.333333333,0.5,0.114591583,70.47382346,0,22.23076708,0.343774749,3.781522235,2.750197989
Rocjaw Ran 1a,Rocjaw1a,Rocjaw,0,M,ASY,35.83746,-90.47101,1/28/2017,1,stubble,soy stubble,0.3,1,0,none,0,50,7.5,2,4.125,1.025,3,0.5,480,7.5,3,2.5,7,4,10,3,6.083333333,1.183333333,5.333333333,0.5,3.781522235,66.46311806,0,23.49127449,0.343774749,3.666930652,2.291831657
Rocjaw Obs 2a,Rocjaw2a,Rocjaw,1,M,ASY,35.83682,-90.47141,2/1/2017,1,wire,utility wire,7.2,1,1,ditch,0.03,200,7.5,3,6.083333333,1.183333333,5.333333333,0.5,500,7.5,3,2.5,8,4,11,3,6.083333333,1.183333333,5.333333333,0.5,0.114591583,70.47382346,0,22.23076708,0.343774749,3.781522235,2.750197989
Rocjaw Ran 2a,Rocjaw2a,Rocjaw,0,M,ASY,35.83668,-90.47478,2/1/2017,1,wire,utility wire,7.2,1,0,none,0,200,7.5,2,4.125,1.025,3,0.5,500,7.5,0,0,5,5,5,2,4.125,1.025,3,0.5,3.781522235,66.46311806,0,23.49127449,0.343774749,3.666930652,2.291831657
Rocjaw Obs 3a,Rocjaw3a,Rocjaw,1,M,ASY,35.83773,-90.47226,2/11/2017,1,natural,herbaceous plant,1.25,1,1,ditch,0.25,0,0,3,6.083333333,1.183333333,5.333333333,0.5,470,7.5,3,2.5,8,3.5,11,3,6.083333333,1.183333333,5.333333333,0.5,0.114591583,70.47382346,0,22.23076708,0.343774749,3.781522235,2.750197989
Rocjaw Ran 3a,Rocjaw3a,Rocjaw,0,M,ASY,35.83936,-90.47346,2/11/2017,1,stubble,soybean stubble,0.15,1,0,none,0,0,0,1,10,1.5,10,0.5,0,0,2,2.5,3,1.25,5,1,10,1.5,10,0.5,3.781522235,66.46311806,0,23.49127449,0.343774749,3.666930652,2.291831657
Rocjaw Obs 4a,Rocjaw4a,Rocjaw,1,M,ASY,35.83696,-90.47191,2/18/2017,1,anthropogenic,white pole,1.5,1,0,none,0,200,7.5,3,6.083333333,1.183333333,5.333333333,0.5,500,7.5,3,2.5,8,4.5,11,3,6.083333333,1.183333333,5.333333333,0.5,0.114591583,70.47382346,0,22.23076708,0.343774749,3.781522235,2.750197989
Rocjaw Ran 4a,Rocjaw4a,Rocjaw,0,M,ASY,35.83604,-90.47257,2/18/2017,1,stubble,rice stubble,0.2,1,0,none,0,50,7.5,1,10,1.5,10,0.5,460,7.5,3,2.5,8,4.5,11,3,6.083333333,1.183333333,5.333333333,0.5,3.781522235,66.46311806,0,23.49127449,0.343774749,3.666930652,2.291831657
Rocjaw Obs 5a,Rocjaw5a,Rocjaw,1,M,ASY,35.83671,-90.47015,2/22/2017,1,wire,utility wire,8,1,0,none,0,200,7.5,2,4.125,1.025,3,0.5,500,7.5,101,9,12,4,113,3,6.083333333,1.183333333,5.333333333,0.5,0.114591583,70.47382346,0,22.23076708,0.343774749,3.781522235,2.750197989
Rocjaw Ran 5a,Rocjaw5a,Rocjaw,0,M,ASY,35.83675,-90.47081,2/22/2017,1,wire,utility wire,8,1,0,none,0,190,7.5,2,4.125,1.025,3,0.5,490,7.5,50,9,10,4,60,3,6.083333333,1.183333333,5.333333333,0.5,3.781522235,66.46311806,0,23.49127449,0.343774749,3.666930652,2.291831657
Tickfaw Obs 1a,Tickfaw1a,Tickfaw,1,M,ASY,35.76449,-90.52101,2/3/2017,1,wire,utility wire,8.4,1,0,none,0,200,8.4,2,2.625,0.8,1,0.3,500,8.4,61,6,8,6,69,2,2.625,0.8,1,0.3,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Tickfaw Ran 1a,Tickfaw1a,Tickfaw,0,M,ASY,35.76707,-90.52116,2/3/2017,1,stubble,cotton stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,0,0,101,6,0,0,101,0,0,0,0,0,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Tickfaw Obs 2a,Tickfaw2a,Tickfaw,1,M,ASY,35.7645,-90.52087,2/17/2017,1,wire,utility wire,8.6,1,0,none,0,200,8.4,2,2.625,0.8,1,0.3,500,8.4,61,6,8,6,69,2,2.625,0.8,1,0.3,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Tickfaw Ran 2a,Tickfaw2a,Tickfaw,0,M,ASY,35.7632,-90.52171,2/17/2017,1,stubble,cotton stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,460,8.4,48,6,8,6,56,2,2.625,0.8,1,0.3,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Tickfaw Obs 3a,Tickfaw3a,Tickfaw,1,M,ASY,35.76451,-90.521,2/22/2017,1,wire,utility wire,8.25,1,1,ditch,0.1,200,8.4,2,2.625,0.8,1,0.3,500,8.4,61,6,5,8.5,66,2.25,0.8,3,1,0.3,21.31403441,68.98413289,0,5.844170726,0,3.896113817,0
Tickfaw Ran 3a,Tickfaw3a,Tickfaw,0,M,ASY,35.76307,-90.52182,2/22/2017,1,stubble,cotton stubble,0.15,1,0,none,0,0,0,0,0,0,0,0,420,8.4,39,6,8,5,47,2,2.625,0.8,1,0.3,12.60507412,75.74503627,0,5.61498756,0,5.61498756,0
Tingly Obs 1,Tingly1,Tingly,1,M,ASY,35.58845,-90.50201,2/9/2017,1,wire,utility wire,6.5,1,1,ditch,0.1,200,6.65,2,7,0.8,7,0.2,500,6.65,101,5,5,6.65,106,2,7,0.8,7,0.2,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 1,Tingly1,Tingly,0,M,ASY,35.59204,-90.50198,2/9/2017,1,wire,utility wire,6.5,1,0,none,0,200,6.65,2,7,0.8,7,0.2,500,6.65,101,5,22,4,123,2,7,0.8,7,0.2,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tingly Obs 2,Tingly2,Tingly,1,M,ASY,35.74844,-90.50898,2/17/2017,1,wire,utility wire,5.6,1,0,none,0,200,6.75,2,1.775,0.35,5,0.25,620,6.75,5,8,25,3.5,30,3,1.766666667,0.483333333,11.5,0.25,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 2,Tingly2,Tingly,0,M,ASY,35.74873,-90.50883,2/17/2017,1,wire,utility wire,5.6,1,0,none,0,190,6.75,2,1.775,0.35,5,0.25,590,6.75,5,8,23,3.5,28,3,1.766666667,0.483333333,11.5,0.25,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tingly Obs 3,Tingly3,Tingly,1,M,ASY,35.74713,-90.50908,2/22/2017,1,wire,utility wire,6,1,0,none,0,240,6.75,3,1.766666667,0.483333333,11.5,0.25,660,6.75,5,8,23,3.5,28,3,1.766666667,0.483333333,11.5,0.25,0,83.19348916,0.343774749,1.60428216,0,14.78231419,0
Tingly Ran 3,Tingly3,Tingly,0,M,ASY,35.74788,-90.50906,2/22/2017,1,wire,utility wire,6,1,0,none,0,200,6.75,2,1.775,0.35,5,0.25,550,6.75,5,8,24,3.5,29,3,1.766666667,0.483333333,11.5,0.25,8.823551881,75.05748678,0,3.552339069,0,12.37589095,0
Tony Obs 1a,Tony1a,Tony,1,M,ASY,35.69495,-90.76484,2/17/2017,1,wire,wire,9,0,1,ditch,0.08,360,6.7,4,1.75,0.475,2.75,0.5,360,6.7,5,8,6,6.5,11,4,1.2,0.475,2.75,0.5,0.114591583,0,23.14749974,69.09872447,0.114591583,7.448452886,0
Tony Ran 1a,Tony1a,Tony,0,M,ASY,35.69519,-90.76526,2/17/2017,1,natural,grass,0.75,1,1,ditch,0.2,290,6.7,4,1.75,0.475,2.75,0.5,360,6.7,5,8,6,6.5,11,4,1.2,0.475,2.75,0.5,0.114591583,0,19.02220276,72.19269721,0.114591583,7.906819218,0
Tony Obs 2a,Tony2a,Tony,1,M,ASY,35.69529,-90.76691,2/23/2017,1,wire,wire,6.6,1,1,ditch,0.1,200,6.7,2,1.875,0.45,2.5,0.5,720,6.7,10,8,14,6.5,24,4,1.75,0.475,2.5,0.5,0.114591583,0,23.14749974,69.09872447,0.114591583,7.448452886,0
Tony Ran 2a,Tony2a,Tony,0,M,ASY,35.69472,-90.76587,2/23/2017,1,natural,tree,4.5,0,0,none,0,200,6.7,3,2,0.566666667,2.666666667,0.5,800,6.7,15,8,14,6.5,29,4,1.75,0.475,2.75,0.5,0.114591583,0,19.02220276,72.19269721,0.114591583,7.906819218,0
Usain Obs 1,Usain1,Usain,1,M,ASY,35.720938,-90.786691,1/16/2017,1,wire,utility wire,8,1,0,none,0,200,7.75,2,3.5,0.65,3.5,0.25,925,7.75,50,5,15,8,65,3,6.333333333,1.016666667,3.5,0.25,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 1,Usain1,Usain,0,M,ASY,35.720869,-90.785955,1/16/2017,1,stubble,rice stubble,0.65,1,1,none,0.05,150,7.75,3,6.333333333,1.016666667,3.5,0.25,875,7.75,101,5,14,8,115,3,6.333333333,1.016666667,3.5,0.25,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 2,Usain2,Usain,1,M,ASY,35.71975,-90.78618,1/23/2017,1,wire,utility wire,9,1,1,flooded field,0.05,190,7.5,3,7.416666667,1.25,2.5,0.2,990,7.5,101,5,16,5,117,3,7.416666667,1.25,2.5,0.2,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 2,Usain2,Usain,0,M,ASY,35.72123,-90.78808,1/23/2017,1,stubble,stubble,0.05,1,1,flooded field,0.1,0,0,0,0,0,0,0,830,7.5,30,5,10,5,40,3,7.416666667,1.25,2.5,0.2,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 3,Usain3,Usain,1,M,ASY,35.71971,-90.78316,1/28/2017,1,natural,tree,2,1,1,ditch,0.15,200,6,2,6.25,1.625,2.75,0.2,500,6,101,5,6,6,107,2,6.25,1.625,2.75,0.2,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 3,Usain3,Usain,0,M,ASY,35.71761,-90.78182,1/28/2017,1,stubble,rice stubble,0.5,1,1,flooded field,0.1,0,0,1,0.5,1.5,1,0.25,55,6,1,2.25,1,6,2,1,0.5,1.5,1,0.25,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 4,Usain4,Usain,1,M,ASY,35.71971,-90.79179,2/3/2017,1,wire,utility wire,8,1,1,ditch,0.25,200,6,2,2.5,0.275,1.75,0.225,500,6.25,0,0,9,6.25,9,2,2.5,0.275,1.75,0.225,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 4,Usain4,Usain,0,M,ASY,35.71925,-90.79225,2/3/2017,1,stubble,rice stubble,0.05,1,0,none,0,190,6,2,2.5,0.275,1.75,0.225,49,6.25,0,0,10,6.25,10,2,2.5,0.275,1.75,0.225,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 5,Usain5,Usain,1,M,ASY,35.7197,-90.78674,2/10/2017,1,wire,guy wire,2,1,0,none,0,400,7.5,3,7.416666667,1.25,2.5,0.2,1000,7.5,101,5,15,5,116,3,7.416666667,1.25,2.5,0.2,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 5,Usain5,Usain,0,M,ASY,35.71876,-90.7868,2/10/2017,1,wire,guy wire,3,1,0,none,0,200,7.5,2,5.125,1,2.5,0.35,960,7.5,101,5,14,6,115,3,7.416666667,1.25,2.5,0.35,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Usain Obs 6,Usain6,Usain,1,M,ASY,35.71984,-90.78102,2/16/2017,1,wire,utility wire,6,1,1,flooded field,0.03,200,6,1,12,1.75,2.25,0.2,500,6,101,5,8,6,109,1,12,1.75,2.25,0.2,7.620340261,0,43.08643516,45.09178786,0,3.781522235,0.229183166
Usain Ran 6,Usain6,Usain,0,M,ASY,35.71917,-90.78049,2/16/2017,1,stubble,rice stubble,0.25,1,1,flooded field,0.02,185,6,1,12,1.75,2.25,0.2,485,6,101,5,12,6,113,1,12,1.75,2.25,0.2,7.620340261,0.114591583,49.90463434,37.81522235,0,4.0107054,0
Alex Obs 1,Alex1,Alex,1,M,ASY,35.74774,-90.50893,11/17/2017,2,wire,utility wire,7,1,0,none,0,300,10,2,2,0.75,1.75,0.2,700,10,3,14,16,3.5,19,2,2.5,0.5,1.75,0.2,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 1,Alex1,Alex,0,M,ASY,35.74844,-90.50774,11/17/2017,2,stubble,corn stubble,0.26,1,0,none,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 10,Alex10,Alex,1,M,ASY,35.74673,-90.51052,2/5/2018,2,wire,utility wire,12,1,0,none,0,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,4,2.625,0.875,2.875,0.15,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 10,Alex10,Alex,0,M,ASY,35.74659,-90.50947,2/5/2018,2,natural,tree,25,1,0,none,0,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,3,3,0.833333333,3.333333333,0.1,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 11,Alex11,Alex,1,M,ASY,35.74842,-90.50891,2/13/2018,2,wire,utility wire,7,1,1,ditch,0.1,300,10,2,2,0.75,1.75,0.2,700,10,3,14,16,3.5,19,2,2,0.75,1.75,0.2,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 11,Alex11,Alex,0,M,ASY,35.74942,-90.50801,2/13/2018,2,stubble,corn stubble,0.19,1,0,none,0,300,10,2,2,0.75,1.75,0.2,700,10,3,14,6,3.5,9,2,2,0.75,1.75,0.2,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 12,Alex12,Alex,1,M,ASY,35.7474,-90.50899,2/19/2018,2,wire,utility wire,8,1,1,ditch,0.7,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,4,3,0.833333333,2.875,0.15,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 12,Alex12,Alex,0,M,ASY,35.749215,-90.508926,2/19/2018,2,wire,utility wire,10,1,1,ditch,0.1,300,10,2,2,0.75,1.75,0.2,700,10,3,14,16,3.5,19,2,2,0.75,1.75,0.2,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 13,Alex13,Alex,1,M,ASY,35.74687,-90.50893,3/10/2018,2,wire,utility wire,7.5,1,1,ditch,0.5,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,4,2.625,0.875,2.875,0.15,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 13,Alex13,Alex,0,M,ASY,35.7486,-90.50824,3/10/2018,2,stubble,soy stubble,0.1,1,0,none,0,200,10,2,2,0.75,1.75,0.2,400,10,0,0,8,3.5,8,2,2,0.75,1.75,0.2,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 2,Alex2,Alex,1,M,ASY,35.74673,-90.51032,11/28/2017,2,wire,utility wire,6,1,0,none,0,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,4,2.625,0.875,2.875,0.15,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 2,Alex2,Alex,0,M,ASY,35.74669,-90.50919,11/28/2017,2,natural,oak tree,7,1,0,none,0,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,20,3.5,23,4,2.625,0.875,2.875,0.15,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 3,Alex3,Alex,1,M,ASY,35.74685,-90.5143,12/6/2017,2,wire,utility wire,7,1,0,none,0,240,10,2,2,0.25,4,0.1,540,10,0,0,3,3,3,3,1.833333333,0.333333333,3,0.233333333,10.49596309,18.10841984,0.230680507,65.85928489,0.115340254,5.190311419,0
Alex Ran 3,Alex3,Alex,0,M,ASY,35.746771,-90.516027,12/6/2017,2,wire,utility wire,7.5,1,0,none,0,240,10,3,1.833333333,0.333333333,3,0.233333333,540,10,4,11,7,2,11,3,1.833333333,0.333333333,3,0.233333333,16.97459584,13.39491917,0.230946882,64.66512702,0.230946882,4.503464203,0
Alex Obs 4,Alex4,Alex,1,M,ASY,35.74318,-90.50909,12/21/2017,2,natural,hackberry tree,2.5,1,0,none,0,0,0,3,2.833333333,0.9,2.333333333,0.366666667,0,0,46,10,6,1,52,3,2.833333333,0.9,2.333333333,0.366666667,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 4,Alex4,Alex,0,M,ASY,35.742795,-90.509375,12/21/2017,2,stubble,corn stubble,0.4,1,0,none,0,0,0,3,2.833333333,0.9,2.333333333,0.366666667,0,0,46,10,6,1,52,3,2.833333333,0.9,2.333333333,0.366666667,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 5,Alex5,Alex,1,M,ASY,35.74318,-90.5091,12/29/2017,2,natural,hackberry tree,2.5,1,1,ditch,0.45,0,0,3,2.833333333,0.9,2.333333333,0.366666667,0,0,46,10,6,1,52,3,2.833333333,0.9,2.333333333,0.366666667,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 5,Alex5,Alex,0,M,ASY,35.74413,-90.50968,12/29/2017,2,stubble,cotton stubble,0.5,1,0,none,0,0,0,3,2.833333333,0.9,2.333333333,0.366666667,0,0,46,10,6,1,52,3,2.833333333,0.9,2.333333333,0.366666667,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 6,Alex6,Alex,1,M,ASY,35.74673,-90.51646,1/9/2018,2,wire,utility wire,8,1,1,ditch,0.2,240,10,3,1.833333333,0.333333333,3,0.233333333,540,10,4,11,7,2,11,3,1.833333333,0.333333333,3,0.233333333,10.49596309,18.10841984,0.230680507,65.85928489,0.115340254,5.190311419,0
Alex Ran 6,Alex6,Alex,0,M,ASY,35.74712,-90.51444,1/9/2018,2,stubble,cotton stubble,0.2,1,0,none,0,240,10,2,2,0.25,4,0.1,540,10,0,0,3,3,3,3,1.833333333,0.333333333,3,0.233333333,16.97459584,13.39491917,0.230946882,64.66512702,0.230946882,4.503464203,0
Alex Obs 7,Alex7,Alex,1,M,ASY,35.74677,-90.51555,1/20/2018,2,wire,utility wire,7.5,1,0,none,0,240,10,3,1.833333333,0.333333333,3,0.233333333,540,10,4,11,7,2,11,3,1.833333333,0.333333333,3,0.233333333,10.49596309,18.10841984,0.230680507,65.85928489,0.115340254,5.190311419,0
Alex Ran 7,Alex7,Alex,0,M,ASY,35.7462,-90.51693,1/20/2018,2,stubble,cotton stubble,0.12,1,0,none,0,240,10,3,1.833333333,0.333333333,3,0.233333333,540,10,15,11,20,1,35,3,1.833333333,0.333333333,3,0.233333333,16.97459584,13.39491917,0.230946882,64.66512702,0.230946882,4.503464203,0
Alex Obs 8,Alex8,Alex,1,M,ASY,35.74729,-90.5107,1/26/2018,2,stubble,cotton stubble,0.5,1,0,none,0,100,10,1,3,1,4,0.1,500,10,3,14,18,3.5,21,3,3,0.833333333,3.333333333,0.1,32.29885057,12.4137931,0.459770115,49.77011494,0,5.057471264,0
Alex Ran 8,Alex8,Alex,0,M,ASY,35.746661,-90.510928,1/26/2018,2,wire,utility wire,9,1,0,none,0,400,10,3,3,0.833333333,3.333333333,0.1,1000,10,3,14,18,3.5,21,4,2.625,0.875,2.875,0.15,34.47880871,11.22565865,0.572737686,49.36998855,0,4.352806415,0
Alex Obs 9,Alex9,Alex,1,M,ASY,35.74677,-90.51535,1/30/2018,2,wire,utility wire,8,1,0,none,0,240,10,3,1.833333333,0.333333333,3,0.233333333,540,10,4,11,7,2,11,3,1.833333333,0.333333333,3,0.233333333,10.49596309,18.10841984,0.230680507,65.85928489,0.115340254,5.190311419,0
Alex Ran 9,Alex9,Alex,0,M,ASY,35.7443,-90.5148,1/30/2018,2,stubble,cotton stubble,0.2,1,0,none,0,120,10,2,2,0.25,4,0.1,240,10,0,0,7,2,7,2,2,0.25,4,0.1,16.97459584,13.39491917,0.230946882,64.66512702,0.230946882,4.503464203,0
Angor Rot Obs 1,Angor1,Angor,1,M,ASY,35.86072,-90.321,1/25/2018,2,wire,utility wire,9,1,1,ditch,0.35,220,10,1,3,0.3,1,0.05,520,10,17,10,8,1,25,1,3,0.3,1,0.05,20.18348624,69.95412844,0,5.619266055,0,4.243119266,0
Angor Rot Ran 1,Angor1,Angor,0,M,ASY,35.861362,-90.320701,1/25/2018,2,stubble,cotton stubble,0.46,1,0,none,0,220,10,1,3,0.3,1,0.05,520,10,17,10,7,1,24,1,3,0.3,1,0.05,22.4797219,67.67091541,0,5.561993048,0,4.287369641,0
Angor Rot Obs 2,Angor2,Angor,1,M,ASY,35.85775,-90.3149972,2/3/2018,2,natural,tree,9.69,1,0,none,0,100,9,1,3,0.3,1,0.05,250,9,9,10,22,1,31,1,3,0.3,1,0.05,0,93.41801386,0,2.886836028,0,3.695150115,0
Angor Rot Ran2,Angor2,Angor,0,M,ASY,35.85611,-90.31499,2/3/2018,2,stubble,cotton stubble,0.25,1,0,none,0,100,9,1,3,0.3,1,0.05,250,9,9,10,20,1,29,1,3,0.3,1,0.05,0,97.47706422,0,2.52293578,0,0,0
Angor Rot Obs 3,Angor3,Angor,1,M,ASY,35.86029,-90.31948,2/9/2018,2,natural,tree,2.5,1,0,none,0,220,10,1,2.5,1,0,0,520,10,14,13,17,1.5,31,1,2.5,1,0,0,20.18348624,69.95412844,0,5.619266055,0,4.243119266,0
Angor Rot Ran 3,Angor3,Angor,0,M,ASY,35.86031,-90.32016,2/9/2018,2,stubble,cotton stubble,0.1,1,0,none,0,220,10,1,2.5,1,0,0,520,10,14,13,17,1.5,31,1,2.5,1,0,0,22.4797219,67.67091541,0,5.561993048,0,4.287369641,0
Angor Rot Obs 4,Angor4,Angor,1,M,ASY,35.8669,-90.3143,2/13/2018,2,wire,utility wire,9,1,1,ditch,0.1,200,9,2,3.5,0.3,3,0.01,500,9,20,12,4,2,24,2,3.5,0.3,3,0.01,0,94.489093,0,2.525832377,0.114810563,2.870264064,0
